,img_name,question,h,r,t,answer,fold
212,122300320220913111438.jpg,원실젖거미아목에 포함되며 절지동물에 속하는 것은 이미지에서 무엇일까?,Tarantula,phylum,Arthropod,tarantula,1.0
213,120202620220624163935.jpg,이미지 속 말과에 해당하는 얼룩말은 무엇에 속하니?,Zebra,subject,Equidae,a mammal,1.0
214,150200220220704152959.jpg,이미지 안의 겨울 스포츠는 뭐야?,Snowboarding,subject,Winter sports,snowboard,1.0
215,211301620221111121045.jpg,이미지 속 소용돌이 문양은 어느 나라의 상징일까?,Taegeuk,subject,Vortex,South Korea,1.0
216,130100620220715161850.jpg,이미지 속 투척무기는 뭐야?,Grenade,subject,throwing weapon,hand grenade,1.0
217,120201720220818180734.jpg,이미지 속 중국의 포유류는 뭐야?,Amur hedgehog,subject,china_mammals,hedgehog,1.0
218,141400720220711131138.jpg,이미지 내에서 라일락은 무슨 식물이니?,Syringa vulgaris,subject,Gardening_Plants,horticulture,1.0
219,110102620220729134631.jpg,이미지 안 가톨릭 건축과 관련 있는 전례용품은 뭐지?,Bell,subject,Catholic_liturgical items,specie,1.0
220,121700220220902144444.jpg,이미지 내 동물의 문은 무엇이니?,Scutigeridae,kingdom,Animal,arthropod,1.0
221,131500520220721171302.jpg,이미지 속 생활용품인 영국의 발명품은 뭐야?,Steel and tin cans,subject,british invention,canker,1.0
222,134300520220725145042.jpg,이미지 속 미국의 음료는 어떤거야?,Bubble tea,subject,american_drink,bubble tea,1.0
223,160301120220808154218.jpg,이미지 속 이탈리아의 수상 교통과 관련 있는 것은 뭘까?,Gondola,subject,Italian_Water_Transportation,gondola,1.0
224,110100520220620163546.jpg,이미지 안 드럼 세트는 무슨 악기니?,Drum kit,subject,Membranophone,Exile instrument,1.0
225,161000720220714151659.jpg,이미지 속 진원류에 속하는 동물은 무엇이니?,Human,infraorder,Simian,people,1.0
226,122201520220707181505.jpg,이미지에서 타조는 무슨 동물이니?,Common ostrich,phylum,Chordate,chordate,1.0
227,120203820220707162000.jpg,이미지 안 박쥐는 어떤 동물이야?,Bat,class,Mammal,a mammal,1.0
228,122201320220707162455.jpg,이미지 내 척삭동물인 이미지 속의 동물은 뭐야?,Duck,phylum,Chordate,duck,1.0
229,141901420220728112156.jpg,이미지에 열대 과일은 무슨 목에 해당하니?,Pomelo,subject,Tropical fruit,Sapindales,1.0
230,211301120220929114808.jpg,이미지에 있는 도기는 어느 나라의 문화와 관련돼 있을까?,Onggi,subject,pottery,Korea,1.0
231,120209520220803112333.jpg,큰뿔양의 문은 뭐야?,Bighorn sheep,phylum,Chordate,chordate,1.0
232,122600520220721162905.jpg,진주조개의 문은 무엇일까?,Pinctada fucata,phylum,Mollusca,mollusk,1.0
233,122600320220901170252.jpg,이미지 속 박물관에 살아있는 화석은 무엇이니?,Nautilus,subject,Living fossil,nautilidae,1.0
234,140100220220830171655.jpg,이미지 속 생강목에 속하고 파초과에 해당하는 것은 뭐지?,Banana,family,Musaceae,banana,1.0
235,210500220221018131503.jpg,이미지에 있는 공주시의 건축물은 면적이 몇 제곱미터일까?,communism,area,371621.0,371621,1.0
236,113101120220802110208.jpg,이미지 안 라임은 무슨 과에 속하는 과일 이지?,Lime (fruit),subject,Culinary fruit,Rutaceae,1.0
237,120101220220818152437.jpg,이미지 안 곤충이 속한 문은 뭐니?,Caelifera,class,Insect,arthropod,1.0
238,120400120220624171317.jpg,이미지 내 거북은 무엇에 포함될까?,Turtle,class,Reptile,a reptile,1.0
239,160202420220921174252.jpg,차도 이미지 내 독일의 발명품은 뭐야?,a driveway,AtLocation,neighborhood,streetcar,1.0
240,131002120220922112415.jpg,이미지 속 연료 가스와 연관 있는 것은 뭘까?,Gas stove,subject,Fuel gas,aga cooker,1.0
241,120203220220707142440.jpg,이미지 안의 목관 악기에 속하는 악기는 무엇일까?,Flute,subject,Woodwind instrument,flute,1.0
242,122500320220721170035.jpg,이미지 안 포유류에 속하는 동물은 무엇일까?,Beaver,class,Mammal,beaver,1.0
243,140401120220830183238.jpg,이미지 속 닭의장풀군에 해당하는 식용작물은 뭐야?,Maize,subject,food crops,corn,1.0
244,120104620220927141428.jpg,이미지 속 곤충의 상과는 무엇이니?,Pieris rapae,class,Insect,Papilionoidea,1.0
245,134201820220725135305.jpg,이미지 속 출판물은 무엇이니?,Pamphlet,subject,Publishing,pamphlet,1.0
246,140400520220920172629.jpg,이미지 속 석죽목은 무슨 과에 해당하지?,Buckwheat,family,Polygonaceae,Polygonaceae,1.0
247,111800820220826133719.jpg,이미지 내 카페인이 없는 인공 물질은 뭐야?,decaf,RelatedTo,soft drink,tender drinks,1.0
248,122202520220728133410.jpg,한국의 텃새인 딱새의 하목은 뭐야?,Daurian redstart,subject,Korean_resident bird,sparrow,1.0
249,120401120220929103957.jpg,이미지에서 이구아나류에 속하는 척삭동물은 뭘까?,Agamidae,phylum,Chordate,agama,1.0
250,120101020220707164023.jpg,이미지 내 파리는 어디에 속하는 동물이니?,Muscomorpha,phylum,Arthropod,arthropod,1.0
251,120400620220929174143.jpg,이미지에서 살무사과에 속하는 척추동물을 뭐라고 할까?,Rattlesnake,subject,Viperidae,rattlesnake,1.0
252,120801120220715114253.jpg,이미지 안 연어는 무엇에 해당하는 생물이야?,Chum salmon,class,Actinopterygii,Actinopteri,1.0
253,120600120220624115045.jpg,이미지 속 연체동물은 뭐니?,Snail,phylum,Mollusca,snail,1.0
254,211301120220929142556.jpg,이미지 속 한국의 문화와 관련 있는 질그릇과 오지그릇의 통칭은 뭘까?,Onggi,subject,Culture of Korea,Onggi,1.0
255,120600420220830185337.jpg,이미지에 있는 연체동물은 무슨 강에 해당할까?,Viviparidae,class,Gastropoda,Gastropoda,1.0
256,131100820220628142354.jpg,이미지 속 이탈리아의 발명품은 무엇일까?,Glasses,subject,italian invention,glasses,1.0
257,110101220220812131033.jpg,이미지에서 음역이 130인 목관 악기를 뭐라고 할까?,Oboe,subject,Woodwind instrument,oboe,1.0
258,141500520220712154949.jpg,이미지 내의 늑대인간과 관련 있는 투구꽃은 무슨 식물이야?,Aconitum,subject,Poisonous plants,Toxic,1.0
259,120210420220907160155.jpg,이미지에 있는 척삭동물의 강은 뭐지?,American black bear,class,Mammal,a mammal,1.0
260,212300120220831141030.jpg,이미지 내 술은 어느 나라의 술일까?,Korean alcoholic drinks,subject,Korean alcoholic drinks,Korea,1.0
261,141202120220726183655.jpg,이미지에서 진정쌍떡잎식물에 포함되고 속씨식물에 속하는 식물은 무엇이니?,Prunella vulgaris,unclassified_class,Eudicots,honey plant,1.0
262,120801220220715134333.jpg,이미지 내 육기어류에 해당하는 동물은 뭐야?,Lungfish,class,Sarcopterygii,Pair,1.0
263,120400320220830112349.jpg,뱀목에 포함되는 이미지 내 생물의 하목은 무엇이니?,Scincella vandenburghi,order,Squamata,Scincomorpha,1.0
264,140100220220628171421.jpg,이미지에서 파초과에 속하는 과일의 이름은 뭐야?,Banana,family,Musaceae,banana,1.0
265,120101120220818134811.jpg,매미의 목은 뭘까                                      ?,Cicadidae,order,Hemiptera,Hemiptera,1.0
266,120204520220810130518.jpg,이미지 속 소말리아의 상징인 동물은 뭐야?,Leopard,subject,symbol of somalia,leopard,1.0
267,120101020220812152139.jpg,이미지 안 곤충은 무슨 문에 해당할까?,Muscomorpha,class,Insect,arthropod,1.0
268,120600420220720152308.jpg,이미지 내 복족강에 속한 것의 문은 뭐지?,Viviparidae,class,Gastropoda,mollusk,1.0
269,131300520220804183839.jpg,이미지 안의 계측기는 뭐야?,Weighing scale,subject,Measuring instrument,scale,1.0
270,151800520220713165732.jpg,이미지 속 올림픽 경기 종목의 이름은 뭐야?,Discus throw,subject,Olympic sports,discus throw,1.0
271,120202020220822145433.jpg,이미지 속 야생의 들판에 있는 포유류는 뭘까?,Sheep,class,Mammal,sheep,1.0
272,141900420220727114117.jpg,이미지 속 식물은 무슨 과에 해당하니?,Guava,kingdom,Plant,Myrtaceae,1.0
273,120201420220623171217.jpg,원숭이는 무엇에 속하는 동물일까?,Monkey,suborder,Haplorhini,Haplorhini,1.0
274,131100520220708113020.jpg,이미지 속 회색늑대의 아종인 동물은 뭘까?,Dog,subject,Subspecies of Canis lupus,dog,1.0
275,110600820220718154024.jpg,이미지에서 야영할 때 필요한 장비는 무엇이니?,Tent,subject,camping_equipment,tent,1.0
276,211301120221005131022.jpg,이미지 속 도예는 어느 나라의 문화일까?,Onggi,subject,Pottery,Korea,1.0
277,120201820220623135116.jpg,이미지 속에 모델 생물은 뭐야?,Dog,subject,Model organism,dog,1.0
278,120100120220622135509.jpg,이미지 속 말벌상과에 해당하는 것은 무엇에 속할까?,Ant,subject,felling,felling,1.0
279,132901320220722102157.jpg,이미지 속 영장류에 속하는 척추동물은 무엇일까?,Human,order,Primate,people,1.0
280,132200420220708133326.jpg,이미지 속 스코틀랜드의 발명품은 무엇일까?,Bicycle,subject,scotland_invention,bikes,1.0
281,122600520220721165121.jpg,연체동물에 속하는 진주조개의 강은 뭘까?,Pinctada fucata,class,Bivalvia,Bivalvia,1.0
282,110101020220620163633.jpg,이미지 내 하프는 음역이 150인 무슨 악기일까?,Harp,subject,Chordophone,Chordophone,1.0
283,140300120220701112413.jpg,버섯은 무엇에 속할까?,Mushroom,subject,Fungus,fungi,1.0
284,122203320220802180722.jpg,홍학은 무슨 문에 속하는 새니?,Flamingo,class,Bird,chordate,1.0
285,141203020220726143034.jpg,쇠비름은 무슨 목에 속하는 약용식물일까?,Portulaca oleracea,subject,Medicinal plants,Caryophyllales,1.0
286,120700220220707154559.jpg,이미지 속 해변말미잘목인 생물은 무슨 동물이야?,Sea anemone,order,Sea anemone,Cnidaria,1.0
287,140800620220708180159.jpg,이미지 속 포도과 식물은 무엇에 속할까?,Grape,family,Vitaceae,Rosids,1.0
288,111800620220706180422.jpg,이미지 속의 포도는 무슨 식물이야?,Grape,unclassified_phylum,Flowering plant,ia genus,1.0
289,122200120220707173950.jpg,이미지 내 갈매기는 무엇에 해당될까?,Common gull,phylum,Chordate,chordate,1.0
290,130100220220627155836.jpg,이미지 속 무기로 사용되는 물건은 무엇이니?,Bow (weapon),subject,Weapon,bows,1.0
291,120400120220624171227.jpg,이미지 안 거북은 무엇에 해당될까?,Turtle,class,Reptile,a reptile,1.0
292,120200720220623111055.jpg,이미지 안 코끼리는 어떤 동물에 속할까?,Elephant,phylum,Chordate,chordate,1.0
293,141500220220712133851.jpg,이미지 속 아스파라거스목인 식물은 무엇에 속해?,Lycoris radiata,subject,Amaryllidaceae,Amaryllidaceae,1.0
294,160200720220714135409.jpg,이미지 속 오픈 휠 경주차는 뭐야?,Kart racing,subject,open_wheel_racing,Kart racing,1.0
295,114801220220719183817.jpg,이미지 속 밀가루를 잴 수 있는 사람들을 뭐라고 할까?,a cook,CapableOf,measure flour,Cooker,1.0
296,120207820220803164841.jpg,이미지 안 척삭동물에 포함되는 동물의 강은 무엇이지?,Dromedary,class,Mammal,a mammal,1.0
297,132303020220708163600.jpg,이미지 내 프로펠러는 무슨 부품에 사용하니?,Propeller,subject,aircraft_parts,aeroplanes,1.0
298,122500320220721165624.jpg,이미지 속 동물은 무엇에 포함될까?,Beaver,subject,Beaver,Castoridae,1.0
299,120206420220720165158.jpg,이미지 속 스포츠 장비는 어떤 계절의 스포츠와 관련 있니?,Sled,subject,Winter sports,winter,1.0
300,141502720220727111115.jpg,이미지 내 미나리아재비목 식물의 과는 무엇이니?,Chelidonium majus,family,Papaveraceae,Papaveraceae,1.0
301,120500120220624111610.jpg,이미지에 있는 개구리는 무슨 동물이야?,Frog,phylum,Chordate,chordate,1.0
302,110200920220621150227.jpg,이미지 속 프랑스 후식은 무엇이니?,Cake,subject,Dessert,cakes,1.0
303,120208620220802130741.jpg,이미지 내 수렵견에 포함되는 것은 무엇이지?,Beagle,subject,Hound,beagle,1.0
304,130600720220803155422.jpg,마네킹은 무슨 언어의 외래어니?,Mannequin,subject,Dutch language_loan language,Dutch language,1.0
305,140100220220830174749.jpg,이미지 안 외떡잎식물에 속하는 열대 과일은 뭐야?,Banana,subject,Tropical fruit,banana,1.0
306,141203720220726140922.jpg,이미지 안 장미군에 속하는 것의 과는 무엇이니?,Trifoliate orange,family,Rutaceae,Rutaceae,1.0
307,120201520220822152802.jpg,이미지에 있는 척삭동물의 목은 무엇이니?,Eurasian otter,order,Carnivora,Carnivora,1.0
308,120207720220803150510.jpg,이미지에서 포유류의 문은 뭐니?,Baboon,class,Mammal,chordate,1.0
309,120100220220624114153.jpg,이미지 속 벌은 무슨 동물에 속해 있니?,bee_(insect),phylum,Arthropod,arthropod,1.0
310,120201920220822143529.jpg,이미지에서 포유류에 해당하는 동물은 뭐야?,Red panda,class,Mammal,red panda,1.0
311,120104820220822134110.jpg,이미지 속 절지동물은 뭐야?,Papilio xuthus,phylum,Arthropod,Papilio xuthus,1.0
312,120210320220922102903.jpg,이미지에서 고양잇과에 속하는 동물을 뭐라고 해?,Eurasian lynx,family,Felidae,lynx,1.0
313,180800420220913153213.jpg,이미지 속 베네치아의 관광지에 해당하는 것은 뭐야?,St Mark's Campanile,subject,Venice's attractions,St Mark's Campanile,1.0
314,120201520220822152506.jpg,이미지에서 족제비과에 속하는 동물은 뭘까?,Eurasian otter,subject,Mustelidae,otter,1.0
315,134000220220801140618.jpg,이미지 속 반도체로 이루어진 전자부품을 뭐라고 해 ?,Diode,subject,Electronic component,diode,1.0
316,120209520220803131530.jpg,이미지 안 소과에 속하는 큰뿔양의 강은 무엇일까?,Bighorn sheep,subject,Bovidae,Mammalia,1.0
317,111200620220706113651.jpg,이미지 속 바나나는 무엇에 속하는 식물일까?,Banana,subject,Musaceae,Musaceae,1.0
318,160202620221027162047.jpg,이미지에서 모터가 달린 운송 장치는 무엇이니?,moped,IsA,transportation device,moped,1.0
319,110100720220810130945.jpg,이미지 속 금관 악기에 포함되는 것은 무엇일까?,French horn,subject,Brass instrument,french horn,1.0
320,110200120220621140009.jpg,이미지 속 크림은 무엇에 해당하는 식품일까?,Cream,subject,Dairy product,dairy product,1.0
321,120401120220929105535.jpg,이미지 속 척삭동물은 무슨 강에 속할까?,Agamidae,phylum,Chordate,a reptile,1.0
322,111100320220706133942.jpg,이미지 안 카지노는 어느 나라 단어야?,Casino,subject,italian word,italy,1.0
323,110101620220620155723.jpg,이미지 속 금관악기의 음역은 몇 일까?,Trumpet,subject,Brass instrument,180,1.0
324,120700120220624164024.jpg,이미지 속에서 해파리아문에 해당하는 해파리는 무슨 동물이야?,Jellyfish,phylum,Cnidaria,Cnidaria,1.0
325,120700120220823183833.jpg,이미지 속 해파리가 해당하는 문은 무엇이지?,Jellyfish,phylum,Cnidaria,Cnidaria,1.0
326,120207020220810132503.jpg,족제비의 문은 뭐야?,Siberian weasel,phylum,Chordate,chordate,1.0
327,150200220220704152200.jpg,이미지 속의 올림픽 경기 종목인 스노보드는 무슨 스포츠야?,Snowboarding,subject,Olympic sports,winter,1.0
328,141901320220727170724.jpg,파파야는 무슨 목에 속하는 식물일까?,Papaya,kingdom,Plant,Brassicales,1.0
329,130303120220718132359.jpg,이미지 속 미국의 발명품은 뭐야?,Lightning rod,subject,american_invention,lightning rod,1.0
330,132400120220708171605.jpg,이미지 안 잉글랜드의 발명품은 뭐야?,Machine gun,subject,England's invention,machine gun,1.0
331,140100420220628164157.jpg,레몬은 무엇에 해당할까?,Lemon,unclassified_class,Eudicots,Eudicot plant,1.0
332,120202520220824182752.jpg,이미지에서 해변에 있는 해양 포유류는 뭐니?,Cetacea,subject,Marine mammal,whale,1.0
333,110101020220811132020.jpg,하프는 어느 나라의 상징일까?,Harp,subject,ireland's symbol,ireland,1.0
334,110200720220621131324.jpg,이미지에서 프레첼은 어느 나라의 요리일까?,Pretzel,subject,German cuisine,Germany,1.0
